Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
735,NA,8978,1968,1968,948,948,0,948,0,0,1,0,3,1,6,0,1,300,Y,147,0,2007,108000
736,60,10800,1914,1970,880,880,888,1768,0,0,1,1,2,1,6,2,2,320,N,0,341,2006,163000
737,60,8544,1950,1950,0,1040,0,1040,0,0,2,0,2,2,6,0,2,400,Y,0,0,2006,93500
738,72,10463,2005,2005,893,901,900,1801,0,0,2,1,3,1,8,1,3,800,Y,0,116,2006,239900
739,60,10800,1987,1988,1200,1200,0,1200,3,0,3,0,3,1,5,0,0,0,Y,120,0,2009,179000
740,65,9313,2004,2004,864,864,864,1728,0,0,2,1,3,1,7,0,2,572,Y,187,56,2009,190000
741,60,9600,1910,2002,264,768,664,1432,0,0,2,0,2,1,7,0,2,360,Y,270,0,2007,132000
742,65,6768,1961,1996,912,912,0,912,1,1,1,0,3,1,5,0,1,288,Y,168,0,2008,142000
743,65,8450,2000,2001,1349,1349,0,1349,0,0,2,0,3,1,6,0,2,539,Y,120,55,2007,179000
744,70,12886,1963,1999,520,1464,0,1464,0,1,2,0,3,1,6,1,2,480,Y,302,0,2009,175000
745,41,5395,1993,1993,1337,1337,0,1337,1,0,2,0,2,1,5,1,2,462,Y,96,0,2008,180000
746,NA,8963,1976,1996,1142,1175,1540,2715,0,1,3,1,4,1,11,2,2,831,Y,0,204,2008,299800
747,NA,8795,2000,2000,952,980,1276,2256,0,0,2,1,4,1,8,1,2,554,Y,224,54,2009,236000
748,65,11700,1880,2003,1240,1320,1320,2640,0,0,1,1,4,1,8,1,4,864,N,181,0,2009,265979
749,59,10593,1996,1996,1720,1720,0,1720,1,0,2,0,3,1,7,1,2,527,Y,240,56,2010,260400
750,50,8405,1945,1950,0,1088,441,1529,0,0,2,0,4,1,9,0,1,240,N,92,0,2009,98000
751,55,8800,1910,2004,576,792,348,1140,0,0,1,0,3,1,7,0,0,0,N,0,160,2010,96500
752,NA,7750,2003,2003,660,660,660,1320,0,0,2,1,3,1,6,0,2,400,Y,0,48,2007,162000
753,79,9236,1997,1997,1479,1494,0,1494,1,0,2,0,3,1,6,0,2,576,Y,168,27,2006,217000
754,80,10240,2005,2005,1030,1038,1060,2098,0,0,2,1,3,1,8,1,3,878,Y,192,52,2006,275500
755,61,7930,1969,2005,1026,1026,0,1026,1,0,1,0,3,1,5,0,2,440,Y,171,48,2009,156000
756,34,3230,1999,1999,729,742,729,1471,0,0,2,1,3,1,6,0,2,440,Y,0,24,2009,172500
757,68,10769,2007,2007,866,866,902,1768,0,0,2,1,3,1,7,0,2,578,Y,144,105,2009,212000
758,NA,11616,1978,1978,672,672,714,1386,0,0,2,1,3,1,6,1,2,440,Y,335,0,2010,158900
759,24,2280,1999,1999,744,757,744,1501,0,0,2,1,3,1,6,0,2,440,Y,0,0,2008,179400
760,65,12257,1995,1995,1318,1328,1203,2531,0,0,2,1,4,1,9,1,3,752,Y,222,98,2007,290000
761,70,9100,1959,1959,864,864,0,864,0,0,1,0,2,1,5,0,1,300,Y,0,0,2009,127500
762,60,6911,1924,1950,1145,1301,0,1301,0,0,1,0,2,1,5,0,2,440,Y,0,0,2009,100000
763,72,8640,2009,2009,756,764,783,1547,0,0,2,1,3,1,7,0,2,614,Y,169,45,2010,215200
764,82,9430,1999,1999,1252,1268,1097,2365,1,0,2,1,3,1,8,1,3,856,Y,0,128,2009,337000
765,30,9549,1995,1996,1494,1494,0,1494,1,0,1,1,2,1,6,1,2,481,Y,0,30,2006,270000
766,75,14587,2008,2008,1498,1506,0,1506,0,0,2,0,2,1,6,1,2,592,Y,0,174,2008,264132
767,80,10421,1988,1988,980,980,734,1714,0,0,2,1,3,1,7,1,2,496,Y,228,66,2010,196500
768,75,12508,1940,1985,983,983,767,1750,1,0,2,0,4,1,7,0,1,423,Y,245,0,2008,160000
769,70,9100,2004,2005,1860,1836,0,1836,0,0,2,0,3,1,8,1,2,484,Y,120,33,2006,216837
770,47,53504,2003,2003,1650,1690,1589,3279,1,0,3,1,4,1,12,1,3,841,Y,503,36,2010,538000
771,NA,7252,1982,1982,858,858,0,858,1,0,1,0,2,1,5,0,2,576,Y,120,0,2009,134900
772,67,8877,1951,1951,836,1220,0,1220,0,0,1,0,2,1,6,0,2,396,Y,0,0,2006,102000
773,94,7819,1976,1976,1029,1117,0,1117,1,0,1,0,3,1,6,1,2,672,Y,144,0,2010,107000
774,70,10150,1958,1958,912,912,0,912,0,0,1,0,2,1,5,0,1,275,Y,0,0,2007,114500
775,110,14226,2006,2006,1935,1973,0,1973,0,0,2,0,3,1,9,1,3,895,Y,315,45,2007,395000
776,32,4500,1998,1998,1204,1204,0,1204,1,0,2,0,2,1,5,0,2,412,Y,0,247,2009,162000
777,86,11210,2005,2006,1614,1614,0,1614,0,0,2,0,3,1,7,0,3,865,Y,144,59,2006,221500
778,100,13350,1974,1974,864,894,0,894,1,0,1,0,3,1,5,1,2,440,Y,241,0,2006,142500
779,60,8400,1977,1977,0,2020,0,2020,0,0,2,0,4,2,10,2,2,630,Y,0,0,2007,144000
780,78,10530,1977,1977,975,1004,0,1004,1,0,1,0,2,1,4,0,2,504,Y,0,0,2006,135000
781,63,7875,1995,1996,1237,1253,0,1253,0,0,2,0,3,1,6,1,2,402,Y,220,21,2007,176000
782,65,7153,1992,1992,761,810,793,1603,0,0,2,1,3,1,7,0,2,484,Y,0,124,2006,175900
783,67,16285,2001,2002,1413,1430,0,1430,0,0,2,0,3,1,6,0,2,605,Y,0,33,2009,187100
784,NA,9101,1978,1978,1097,1110,0,1110,1,0,1,0,1,1,4,1,2,602,Y,303,30,2009,165500
785,35,6300,1914,2001,742,742,742,1484,0,0,2,0,3,1,9,1,0,0,Y,0,291,2008,128000
786,NA,9790,1967,1967,1372,1342,0,1342,0,0,2,0,3,1,7,1,2,457,Y,0,0,2009,161500
787,60,10800,1915,1950,686,966,686,1652,1,0,2,0,4,1,7,0,1,416,Y,0,0,2010,139000
788,76,10142,2004,2004,956,956,1128,2084,1,0,2,1,4,1,8,0,2,618,Y,0,45,2010,233000
789,50,6000,1954,2000,901,901,0,901,0,0,1,0,2,1,4,0,1,281,Y,0,0,2008,107900
790,NA,12205,1966,2007,832,976,1111,2087,0,0,2,1,5,1,9,0,2,444,Y,133,168,2007,187500
791,43,3182,2005,2006,1145,1145,0,1145,0,0,2,0,2,1,5,1,2,397,Y,100,16,2009,160200
792,NA,11333,1976,1976,1029,1062,0,1062,1,0,1,0,3,1,5,2,2,539,Y,120,0,2007,146800
793,92,9920,1996,1997,1117,1127,886,2013,1,0,2,1,3,1,8,1,2,455,Y,180,130,2007,269790
794,76,9158,2007,2007,1496,1496,0,1496,0,0,2,0,3,1,7,0,2,474,Y,168,130,2007,225000
795,NA,10832,1994,1996,712,1086,809,1895,0,0,2,1,3,1,7,1,2,409,Y,143,46,2008,194500
796,70,8400,1980,1981,650,888,676,1564,0,0,2,1,3,1,7,1,2,476,Y,0,50,2010,171000
797,71,8197,1977,1977,660,1285,0,1285,0,0,1,1,3,1,7,1,2,528,Y,138,0,2007,143500
798,57,7677,1953,1953,773,773,0,773,0,0,1,0,2,1,4,0,1,240,Y,0,0,2008,110000
799,104,13518,2008,2009,1926,1966,1174,3140,0,0,3,1,4,1,11,2,3,820,Y,144,78,2009,485000
800,60,7200,1937,1950,731,981,787,1768,1,0,1,1,3,1,7,2,1,240,Y,0,0,2007,175000
801,79,12798,1997,1997,616,616,1072,1688,1,0,2,1,4,1,8,0,2,603,Y,403,114,2008,200000
802,40,4800,1916,1990,1196,1196,0,1196,1,0,1,0,2,1,5,0,2,440,Y,0,0,2007,109900
803,63,8199,2005,2005,728,728,728,1456,1,0,2,1,3,1,7,1,2,410,Y,36,18,2008,189000
804,107,13891,2008,2009,1734,1734,1088,2822,0,0,3,1,4,1,12,1,3,1020,Y,52,170,2009,582933
805,75,9000,1954,1954,936,1128,0,1128,0,0,1,0,2,1,5,0,1,286,Y,0,0,2006,118000
806,91,12274,2008,2008,1417,1428,0,1428,0,0,2,0,3,1,6,0,2,554,Y,0,60,2008,227680
807,75,9750,1967,1967,980,980,0,980,0,0,2,0,3,1,6,0,1,384,Y,68,0,2006,135500
808,144,21384,1923,2004,1324,1072,504,1576,2,0,1,1,3,1,6,1,2,528,Y,0,312,2009,223500
809,85,13400,1966,1966,1024,1086,0,1086,1,0,1,0,3,1,6,1,2,484,Y,0,0,2006,159950
810,90,8100,1898,1965,849,1075,1063,2138,0,0,2,0,2,3,11,0,2,360,N,40,156,2009,106000
811,78,10140,1974,1999,1040,1309,0,1309,1,0,1,1,3,1,5,1,2,484,Y,265,0,2006,181000
812,NA,4438,2004,2004,848,848,0,848,1,0,1,0,1,1,4,1,2,420,Y,140,0,2008,144500
813,66,8712,1952,1952,540,1044,0,1044,0,0,1,0,2,1,4,0,2,504,N,0,0,2010,55993
814,75,9750,1958,1958,1442,1442,0,1442,0,0,1,1,4,1,7,0,1,301,Y,0,0,2007,157900
815,45,8248,1918,1950,686,686,564,1250,0,1,1,1,3,1,7,0,1,280,P,207,0,2006,116000
816,48,12137,1998,1998,1649,1661,0,1661,0,0,2,0,3,1,6,0,2,598,Y,0,34,2010,224900
817,NA,11425,1954,1954,1008,1008,0,1008,0,0,1,0,2,1,4,1,1,275,Y,0,0,2006,137000
818,NA,13265,2002,2002,1568,1689,0,1689,1,0,2,0,3,1,7,2,3,857,Y,150,59,2008,271000
819,80,8816,1971,1971,1010,1052,0,1052,1,0,1,0,3,1,6,0,2,440,Y,0,0,2010,155000
820,44,6371,2009,2010,1358,1358,0,1358,1,0,2,0,2,1,6,1,2,484,Y,192,35,2010,224000
821,72,7226,2003,2003,798,798,842,1640,0,0,2,1,3,1,6,0,2,595,Y,0,45,2008,183000
822,60,6000,1953,1953,936,936,0,936,0,0,1,0,2,1,4,0,2,576,Y,0,32,2009,93000
823,NA,12394,2003,2003,847,847,886,1733,0,0,2,1,3,1,7,1,2,433,Y,100,48,2007,225000
824,60,9900,1940,1950,778,944,545,1489,0,0,2,0,3,1,7,1,1,240,Y,335,0,2009,139500
825,81,11216,2006,2006,1489,1489,0,1489,0,0,2,0,3,1,7,1,2,776,Y,0,140,2006,232600
826,114,14803,2007,2008,2078,2084,0,2084,1,0,2,0,2,1,7,1,3,1220,Y,188,45,2008,385000
827,50,6130,1924,1950,784,784,0,784,1,0,1,0,2,1,5,0,0,0,Y,0,0,2008,109500
828,65,8529,2001,2001,1454,1434,0,1434,0,0,2,0,3,1,6,1,2,527,Y,290,39,2009,189000
829,NA,28698,1967,1967,1013,1160,966,2126,0,1,2,1,3,1,7,0,2,538,Y,486,0,2009,185000
830,24,2544,2005,2005,600,520,623,1223,0,0,2,1,2,1,4,0,2,480,Y,0,166,2006,147400
831,80,11900,1957,1957,1392,1392,0,1392,1,0,1,1,3,1,6,2,2,458,Y,0,0,2008,166000
832,30,3180,2005,2005,600,520,600,1200,0,0,2,1,2,1,4,0,2,480,Y,0,166,2006,151000
833,44,9548,2003,2003,941,941,888,1829,1,0,2,1,3,1,7,1,2,613,Y,192,39,2010,237000
834,100,10004,1964,1964,1516,1516,0,1516,0,0,1,1,3,1,6,0,2,472,Y,0,0,2009,167000
835,75,7875,1961,1961,1144,1144,0,1144,1,0,1,0,3,1,6,0,2,456,Y,0,0,2008,139950
836,60,9600,1950,1995,1067,1067,0,1067,0,0,2,0,2,1,4,0,2,436,Y,290,0,2010,128000
837,90,8100,1948,1973,1559,1559,0,1559,1,0,1,0,2,1,5,0,2,812,Y,0,116,2007,153500
838,21,1680,1973,1973,483,483,504,987,1,0,1,1,2,1,5,0,1,264,Y,0,0,2008,100000
839,75,9525,1995,2006,1099,1099,0,1099,0,0,1,1,3,1,6,0,1,352,Y,278,0,2008,144000
840,70,11767,1946,1995,768,768,432,1200,0,0,1,0,3,1,6,0,1,240,Y,0,0,2008,130500
841,NA,12155,1925,1950,672,810,672,1482,0,0,2,0,4,1,7,0,1,400,P,0,0,2008,140000
842,60,10440,1904,2002,650,958,581,1539,0,0,2,0,3,1,8,1,2,686,P,70,78,2008,157500
843,82,9020,1966,1966,1127,1165,0,1165,1,0,1,1,3,1,6,0,2,490,Y,0,129,2008,174900
844,80,8000,1961,1961,1800,1800,0,1800,0,0,2,0,6,2,10,0,0,0,Y,0,0,2007,141000
845,100,12665,1915,1950,876,876,540,1416,0,0,1,1,4,1,7,1,3,720,Y,418,0,2008,153900
846,NA,16647,1975,1981,1390,1701,0,1701,1,0,2,0,3,1,6,2,2,611,Y,0,0,2007,171000
847,75,9317,1993,1993,740,1006,769,1775,1,0,2,1,3,1,7,1,2,425,Y,234,72,2009,213000
848,36,15523,1972,1972,864,864,0,864,1,0,1,0,3,1,5,1,1,338,Y,0,0,2009,133500
849,75,45600,1908,1997,907,1307,1051,2358,0,0,3,0,5,1,10,1,2,360,Y,486,40,2008,240000
850,80,9600,1976,1994,528,1094,761,1855,0,0,2,1,3,1,7,1,2,512,Y,113,100,2007,187000
851,36,4435,2003,2003,848,848,0,848,1,0,1,0,1,1,3,0,2,420,Y,140,0,2007,131500
852,NA,3196,2003,2003,1273,1456,0,1456,0,0,2,0,2,1,7,1,2,400,Y,143,20,2006,215000
853,53,7128,1941,1950,918,918,728,1646,0,0,2,0,4,1,7,2,1,240,Y,0,0,2007,164000
854,NA,12095,1964,1964,1127,1445,0,1445,0,0,1,1,3,1,7,1,2,645,Y,180,0,2009,158000
855,102,17920,1955,1974,1763,1779,0,1779,1,0,1,1,3,1,6,1,2,454,Y,0,418,2006,170000
856,NA,6897,1962,2010,1040,1040,0,1040,1,0,1,1,3,1,6,0,1,260,Y,0,104,2010,127000
857,NA,10970,1978,1978,940,1026,0,1026,1,0,1,0,3,1,5,0,2,576,Y,0,0,2008,147000
858,65,8125,1994,1995,702,702,779,1481,0,0,2,1,3,1,6,1,2,343,Y,0,36,2009,174000
859,80,10400,1976,1976,1090,1370,0,1370,0,0,2,0,3,1,6,1,2,479,Y,0,0,2009,152000
860,NA,11029,1968,1984,1054,1512,1142,2654,1,0,2,1,4,1,9,1,2,619,Y,0,65,2006,250000
861,55,7642,1918,1998,912,912,514,1426,0,0,1,1,3,1,7,1,1,216,Y,0,240,2007,189950
862,75,11625,1965,1965,1039,1039,0,1039,1,0,1,1,3,1,6,0,2,504,Y,0,0,2010,131500
863,81,9672,1984,1985,1040,1097,0,1097,0,0,2,0,3,1,6,0,2,480,Y,0,0,2010,152000
864,70,7931,1959,1959,1148,1148,0,1148,1,0,1,0,3,1,6,0,1,672,Y,0,0,2009,132500
865,72,8640,2007,2008,1372,1372,0,1372,0,0,2,0,3,1,6,0,2,529,Y,0,140,2008,250580
866,NA,8750,1970,1970,1002,1002,0,1002,1,0,1,0,3,1,5,0,2,902,Y,0,0,2009,148500
867,67,10656,2006,2007,1638,1646,0,1646,0,0,2,0,3,1,6,1,3,870,Y,192,80,2007,248900
868,85,6970,1961,1961,1040,1120,0,1120,1,0,1,1,3,1,5,0,2,544,Y,168,0,2007,129000
869,NA,14762,1948,1950,0,1547,720,2320,0,0,2,0,2,1,7,1,2,672,P,120,144,2006,169000
870,80,9938,1993,1994,1050,1062,887,1949,1,0,2,1,3,1,8,1,2,574,Y,156,90,2010,236000
871,60,6600,1962,1962,894,894,0,894,0,0,1,0,2,1,5,0,1,308,Y,0,0,2009,109500
872,70,8750,1998,1998,804,804,878,1682,0,0,2,1,3,1,7,0,2,523,Y,0,77,2010,200500
873,74,8892,1953,1996,105,910,0,910,0,0,1,0,3,1,5,0,2,414,Y,196,0,2008,116000
874,60,12144,1949,1950,832,1036,0,1268,0,0,1,0,3,1,6,1,1,288,Y,0,28,2009,133000
875,52,5720,1941,1950,676,676,455,1131,0,0,1,1,3,1,5,0,1,200,Y,26,0,2009,66500
876,75,9000,2007,2007,1184,1184,1426,2610,0,0,2,1,4,1,11,1,2,550,Y,208,364,2007,303477
877,94,25286,1963,1963,1064,1040,0,1040,1,0,1,0,3,1,5,0,2,648,Y,0,0,2007,132250
878,74,8834,2004,2005,1462,1462,762,2224,1,0,2,1,4,1,10,1,3,738,Y,184,0,2009,350000
879,88,11782,1961,1995,1109,1155,0,1155,1,0,1,0,3,1,6,0,2,576,Y,192,0,2010,148000
880,NA,7000,1978,2005,864,864,0,864,1,0,1,0,3,1,6,0,1,336,Y,0,0,2009,136500
881,60,7024,2005,2006,1090,1090,0,1090,1,0,1,1,2,1,5,0,2,450,Y,0,49,2007,157000
882,44,13758,1990,1991,1156,1187,530,1717,0,0,2,1,3,1,7,1,2,400,Y,168,36,2007,187500
883,NA,9636,1992,1993,808,808,785,1593,0,0,2,1,3,1,7,1,2,389,Y,342,40,2009,178000
884,60,6204,1912,1950,795,954,795,2230,1,0,1,0,5,1,10,0,1,440,Y,0,188,2006,118500
885,65,7150,1967,1967,892,892,0,892,0,0,1,0,3,1,5,0,1,288,Y,0,0,2009,100000
886,50,5119,1999,2000,1698,1709,0,1709,1,0,2,0,2,1,5,1,2,506,Y,97,65,2008,328900
887,70,8393,1959,2005,1626,1712,0,1712,0,0,2,0,4,2,8,0,2,588,Y,272,54,2006,145000
888,59,16466,1955,1955,816,872,521,1393,0,0,1,1,3,1,8,0,1,300,Y,121,0,2008,135500
889,95,15865,1970,1970,2217,2217,0,2217,1,0,2,0,4,1,8,1,2,621,Y,81,207,2007,268000
890,128,12160,1953,1953,1505,1505,0,1505,1,0,1,0,2,1,6,1,2,505,Y,0,0,2009,149500
891,60,8064,1949,2006,672,672,252,924,0,0,1,0,3,1,6,1,2,576,Y,0,0,2007,122900
892,70,11184,1978,1978,918,918,765,1683,0,0,2,1,3,1,7,1,2,440,Y,243,0,2009,172500
893,70,8414,1963,2003,1059,1068,0,1068,0,1,1,0,3,1,6,0,1,264,Y,192,0,2006,154500
894,NA,13284,1954,1954,1383,1383,0,1383,1,0,1,0,3,1,6,1,1,354,Y,511,116,2008,165000
895,64,7018,1979,1979,0,1535,0,1535,0,0,2,0,4,2,8,0,2,400,Y,0,0,2009,118858
896,71,7056,1963,1963,780,983,813,1796,1,0,1,1,4,1,8,1,2,483,Y,0,50,2008,140000
897,50,8765,1936,1950,951,951,0,951,0,0,1,0,2,1,6,0,1,327,Y,0,28,2006,106500
898,64,7018,1979,1979,0,1120,1120,2240,0,0,2,0,6,2,12,0,2,528,Y,154,0,2009,142953
899,100,12919,2009,2010,2330,2364,0,2364,1,0,2,1,2,1,11,2,3,820,Y,0,67,2010,611657
900,65,6993,1961,1994,912,1236,0,1236,0,0,1,0,3,1,6,1,1,288,Y,0,0,2006,135000
901,NA,7340,1971,1971,858,858,0,858,0,0,1,0,2,1,4,0,1,684,Y,0,0,2007,110000
902,64,8712,1957,2000,992,1306,0,1306,1,0,1,0,2,1,5,0,1,756,Y,0,0,2009,153000
903,63,7875,2003,2003,783,807,702,1509,0,0,2,1,3,1,8,1,2,393,Y,0,75,2006,180000
904,50,14859,2006,2006,1670,1670,0,1670,0,0,2,0,3,1,7,1,3,690,Y,144,60,2006,240000
905,NA,6173,1967,1967,876,902,0,902,0,0,1,0,3,1,6,0,1,288,Y,0,0,2007,125500
906,80,9920,1954,1954,1056,1063,0,1063,1,0,1,0,3,1,6,0,1,280,Y,0,0,2010,128000
907,116,13501,2006,2006,1623,1636,0,1636,1,0,2,0,3,1,8,1,3,865,Y,0,60,2007,255000
908,86,11500,1936,1987,1017,1020,1037,2057,0,0,1,1,3,1,6,1,1,180,Y,0,0,2006,250000
909,NA,8885,1983,1983,864,902,0,902,1,0,1,0,2,1,5,0,2,484,Y,164,0,2006,131000
910,149,12589,2005,2005,742,742,742,1484,0,0,2,1,3,1,8,1,2,390,Y,36,24,2009,174000
911,80,11600,1960,1960,1105,1105,1169,2274,0,0,2,0,5,2,12,0,2,480,Y,0,0,2010,154300
912,NA,9286,1977,1989,1268,1268,0,1268,0,0,1,1,3,1,5,0,1,252,Y,173,0,2009,143500
913,51,6120,1925,1950,768,1015,0,1015,0,0,1,0,3,1,6,0,1,450,Y,0,0,2006,88000
914,82,6270,1949,1950,1001,1001,1001,2002,0,0,2,0,4,2,8,0,3,871,Y,0,0,2007,145000
915,30,3000,2009,2009,612,612,612,1224,0,0,2,1,2,1,4,0,2,528,Y,0,234,2009,173733
916,21,2001,1970,1970,546,546,546,1092,0,0,1,1,3,1,6,0,1,286,Y,0,0,2007,75000
917,50,9000,1949,1950,480,480,0,480,1,0,0,0,1,1,4,0,1,308,Y,0,0,2006,35311
918,NA,17140,1956,1956,1134,1229,0,1229,0,0,1,0,3,1,6,0,1,284,Y,0,0,2009,135000
919,103,13125,1991,1991,1104,912,1215,2127,1,0,2,1,4,1,8,1,3,833,Y,72,192,2007,238000
920,87,11029,1958,2002,1184,1414,0,1414,1,0,1,0,3,1,6,1,2,601,Y,0,51,2008,176500
921,70,8462,1994,1994,928,936,785,1721,0,1,2,1,3,1,7,0,2,471,Y,300,87,2007,201000
922,67,8777,1900,2003,1272,1272,928,2200,2,0,2,2,4,2,9,0,0,0,N,0,70,2008,145900
923,65,10237,2005,2006,1316,1316,0,1316,0,0,2,0,3,1,6,1,2,397,Y,100,0,2006,169990
924,50,8012,1993,1994,1604,1617,0,1617,1,0,2,0,2,1,5,1,2,533,Y,0,69,2008,193000
925,79,10240,1980,1980,1686,1686,0,1686,1,0,2,0,3,1,7,1,2,612,Y,384,131,2006,207500
926,NA,15611,1977,1977,1126,1126,0,1126,0,1,2,0,3,1,6,0,2,540,Y,180,0,2008,175000
927,93,11999,2003,2004,1181,1234,1140,2374,0,0,2,1,4,1,10,1,3,656,Y,104,100,2007,285000
928,NA,9900,1968,1968,832,1098,880,1978,0,0,2,1,4,1,9,1,2,486,Y,0,43,2008,176000
929,NA,11838,2001,2001,1753,1788,0,1788,0,0,2,0,3,1,7,1,2,522,Y,202,151,2009,236500
930,NA,13006,1997,1997,964,993,1243,2236,0,0,2,1,4,1,8,1,2,642,Y,0,0,2006,222000
931,73,8925,2007,2007,1466,1466,0,1466,0,0,2,0,3,1,7,0,3,610,Y,100,18,2009,201000
932,70,9100,1965,1965,925,925,0,925,0,1,1,0,2,1,5,0,1,429,Y,0,0,2009,117500
933,84,11670,2006,2006,1905,1905,0,1905,0,0,2,0,3,1,8,1,3,788,Y,0,191,2007,320000
934,63,8487,2004,2004,1500,1500,0,1500,0,0,2,0,3,1,6,0,2,570,Y,192,36,2009,190000
935,313,27650,1960,2007,585,2069,0,2069,1,0,2,0,4,1,9,1,2,505,Y,0,0,2008,242000
936,52,5825,1926,1953,600,747,0,747,0,0,1,0,1,1,5,0,2,528,Y,0,0,2006,79900
937,67,10083,2003,2003,1176,1200,0,1200,1,0,2,0,2,1,5,0,2,555,Y,0,41,2009,184900
938,75,9675,2005,2005,1113,1113,858,1971,0,0,2,1,3,1,8,1,2,689,Y,0,48,2009,253000
939,73,8760,2006,2006,1391,1391,571,1962,0,0,2,1,3,1,7,0,3,868,Y,0,90,2006,239799
940,NA,24090,1940,1950,1032,1207,1196,2403,0,0,2,0,4,1,10,2,1,349,Y,56,0,2010,244400
941,55,12640,1976,1976,1728,1728,0,1728,0,0,2,0,4,2,8,0,2,574,Y,40,0,2006,150900
942,NA,8755,1999,1999,992,1022,1038,2060,1,0,2,1,3,1,8,1,2,390,Y,0,0,2009,214000
943,42,7711,1977,1977,1440,1440,0,1440,2,0,2,0,4,2,8,0,0,0,N,321,0,2007,150000
944,100,25000,1967,1967,1632,1632,0,1632,0,0,2,0,4,2,8,0,2,576,P,0,0,2007,143000
945,NA,14375,1958,1958,819,1344,0,1344,0,1,1,0,3,1,7,1,2,525,Y,0,118,2009,137500
946,98,8820,1890,1996,1088,1188,561,1869,0,0,1,0,2,1,7,0,2,456,Y,48,0,2009,124900
947,70,8163,1959,1959,1144,1144,0,1144,1,0,1,0,3,1,6,1,1,796,Y,86,0,2006,143000
948,85,14536,2002,2003,1616,1629,0,1629,1,0,2,0,3,1,9,1,3,808,Y,0,252,2007,270000
949,65,14006,2002,2002,936,936,840,1776,0,0,2,1,3,1,7,1,2,474,Y,144,96,2006,192500
950,78,9360,1972,2006,1161,1381,0,1381,1,0,1,1,3,1,5,1,2,676,Y,0,0,2010,197500
951,60,7200,1950,2002,864,864,0,864,1,0,1,0,3,1,5,0,2,720,Y,194,0,2007,129000
952,60,7800,1965,1965,828,965,0,965,1,0,1,0,3,1,6,0,1,300,Y,421,0,2006,119900
953,60,7200,1972,2003,768,768,0,768,0,1,1,0,2,1,5,0,1,396,Y,192,0,2009,133900
954,NA,11075,1969,1969,784,1168,800,1968,0,1,2,1,4,1,7,1,2,530,Y,305,189,2008,172000
955,35,9400,1975,1975,945,980,0,980,0,2,2,0,4,0,4,0,0,0,Y,0,0,2006,127500
956,82,7136,1946,1950,979,979,979,1958,0,0,2,0,4,2,8,0,2,492,Y,0,0,2007,145000
957,24,1300,1980,1980,561,561,668,1229,0,0,1,1,2,1,5,1,2,462,Y,150,0,2009,124000
958,70,7420,1962,1962,1057,1057,0,1057,0,0,1,0,3,1,6,0,2,576,Y,0,0,2007,132000
959,65,8450,2003,2003,1337,1337,0,1337,1,0,2,0,3,1,6,0,2,531,Y,0,39,2007,185000
960,24,2572,1999,1999,696,696,720,1416,1,0,2,1,3,1,6,0,2,484,Y,0,44,2010,155000
961,50,7207,1958,2008,858,858,0,858,1,0,1,0,2,1,4,0,0,0,Y,117,0,2010,116500
962,NA,12227,1977,1995,1330,1542,1330,2872,1,0,2,1,4,1,11,1,2,619,Y,550,282,2008,272000
963,24,2308,1976,1976,804,804,744,1548,1,0,2,1,3,1,7,1,2,440,Y,48,0,2007,155000
964,122,11923,2007,2007,1800,1800,0,1800,0,0,2,0,2,1,7,0,2,702,Y,288,136,2009,239000
965,80,11316,2002,2003,817,824,1070,1894,1,0,2,1,4,1,8,1,2,510,Y,0,40,2010,214900
966,65,10237,2005,2007,783,783,701,1484,0,0,2,1,3,1,8,1,2,393,Y,0,72,2007,178900
967,130,9600,1940,1950,728,976,332,1308,1,0,1,1,2,1,7,2,1,256,Y,0,70,2009,160000
968,NA,7390,1955,1955,1098,1098,0,1098,1,0,1,0,3,1,6,0,1,260,Y,0,0,2008,135000
969,50,5925,1910,1950,600,600,368,968,0,0,1,0,2,1,6,0,0,0,Y,0,0,2009,37900
970,75,10382,1958,1958,588,1095,0,1095,1,0,1,0,2,1,6,0,1,264,Y,0,0,2006,140000
971,60,10800,1949,1950,720,720,472,1192,0,0,1,1,4,1,6,0,0,0,Y,0,0,2006,135000
972,36,2268,2003,2004,764,764,862,1626,0,0,2,0,2,1,6,0,2,474,Y,0,27,2009,173000
973,55,7892,1979,1979,918,918,0,918,0,0,2,0,2,1,5,1,1,264,Y,28,0,2010,99500
974,95,11639,2007,2008,1428,1428,0,1428,0,0,2,0,3,1,6,0,2,480,Y,0,120,2008,182000
975,60,11414,1910,1993,728,1136,883,2019,0,0,1,0,3,1,8,0,2,532,Y,509,135,2009,167500
976,NA,2651,2000,2000,673,673,709,1382,1,0,2,1,3,1,6,0,2,490,Y,153,50,2006,165000
977,51,5900,1923,1958,440,869,0,869,0,0,1,0,2,1,4,0,0,0,Y,0,0,2006,85500
978,35,4274,2006,2007,1241,1241,0,1241,1,0,1,1,1,1,4,0,2,569,Y,0,116,2007,199900
979,68,9450,1954,1954,894,894,0,894,0,0,1,0,3,1,5,0,2,400,Y,0,0,2007,110000
